task,difficulty,reward,verifier_status,verifier_passed,verifier_total,end_status,native_finish_reason,model_responses,tool_calls,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,reasoning_tokens,trace_usage_observed,trace_source,agent_time_seconds,verifier_time_seconds,end_to_end_time_seconds,finished_at,attempt_count,trial_name,result_path,metric_source,token_coverage,model_count_semantics,tool_count_semantics,session_id,formal_score_eligible,selection_policy,exception_type,total_tokens,post_agent_model_responses,post_agent_observed_tokens,token_source,tool_source
merge-diff-arc-agi-task,Medium,1.0,passed,5,5,completed,completed,16,17,41337,577472,0,9492,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__20-14-14-345809__merge-diff-arc-agi-task/merge-diff-arc-agi-task__7C4D4vq/agent/session.jsonl,245.072468,34.30614,330.971893,2026-09-10T20:19:46.317442Z,1,merge-diff-arc-agi-task__7C4D4vq,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__20-14-14-345809__merge-diff-arc-agi-task/merge-diff-arc-agi-task__7C4D4vq/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,00895850-f70b-411a-8b7c-2c1233482436,False,latest_run_by_job_timestamp,,628301,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__20-14-14-345809__merge-diff-arc-agi-task/merge-diff-arc-agi-task__7C4D4vq/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__20-14-14-345809__merge-diff-arc-agi-task/merge-diff-arc-agi-task__7C4D4vq/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__20-14-14-345809__merge-diff-arc-agi-task/merge-diff-arc-agi-task__7C4D4vq/agent/session.jsonl
model-extraction-relu-logits,Hard,0.0,failed,0,1,failed,execution_incomplete,8,6,203019,111232,0,16844,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__13-07-49-817880__model-extraction-relu-logits/model-extraction-relu-logits__yWBvHEY/agent/session.jsonl,448.688177,406.784922,880.485926,2026-09-10T13:22:31.367151Z,6,model-extraction-relu-logits__yWBvHEY,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__13-07-49-817880__model-extraction-relu-logits/model-extraction-relu-logits__yWBvHEY/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,28f2d083-34e0-4ff2-b455-4ac9b3081432,False,latest_run_by_job_timestamp,,331095,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__13-07-49-817880__model-extraction-relu-logits/model-extraction-relu-logits__yWBvHEY/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__13-07-49-817880__model-extraction-relu-logits/model-extraction-relu-logits__yWBvHEY/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__13-07-49-817880__model-extraction-relu-logits/model-extraction-relu-logits__yWBvHEY/agent/session.jsonl
modernize-scientific-stack,Medium,1.0,passed,2,2,completed,completed,6,7,57556,141312,0,1726,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__15-12-00-551183__modernize-scientific-stack/modernize-scientific-stack__9xo5y7R/agent/session.jsonl,85.125059,337.896731,455.915061,2026-09-09T15:19:37.448656Z,1,modernize-scientific-stack__9xo5y7R,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__15-12-00-551183__modernize-scientific-stack/modernize-scientific-stack__9xo5y7R/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,321f118d-b0b2-4e79-8461-f3708bee5986,False,latest_run_by_job_timestamp,,200594,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__15-12-00-551183__modernize-scientific-stack/modernize-scientific-stack__9xo5y7R/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__15-12-00-551183__modernize-scientific-stack/modernize-scientific-stack__9xo5y7R/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__15-12-00-551183__modernize-scientific-stack/modernize-scientific-stack__9xo5y7R/agent/session.jsonl
mteb-leaderboard,Medium,0.0,failed,0,2,failed,execution_incomplete,35,54,201468,1602432,0,8765,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__01-51-09-890532__mteb-leaderboard/mteb-leaderboard__LHizg58/agent/session.jsonl,604.706942,161.955199,798.422377,2026-09-11T02:04:30.801378Z,2,mteb-leaderboard__LHizg58,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__01-51-09-890532__mteb-leaderboard/mteb-leaderboard__LHizg58/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,2001603c-d7e3-4220-9bb7-848b6bcf78ab,False,latest_run_by_job_timestamp,,1812665,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__01-51-09-890532__mteb-leaderboard/mteb-leaderboard__LHizg58/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__01-51-09-890532__mteb-leaderboard/mteb-leaderboard__LHizg58/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__01-51-09-890532__mteb-leaderboard/mteb-leaderboard__LHizg58/agent/session.jsonl
mteb-retrieve,Medium,0.0,failed,1,2,completed,completed,12,14,54662,400576,0,3269,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-23-01-435647__mteb-retrieve/mteb-retrieve__pbR64m8/agent/session.jsonl,261.801962,385.825414,686.115839,2026-09-11T06:34:28.983255Z,1,mteb-retrieve__pbR64m8,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-23-01-435647__mteb-retrieve/mteb-retrieve__pbR64m8/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,2c366ec6-5cef-47ea-a2d3-aae236c3e8d8,False,latest_completed_run_in_environment_retry_20260911,,458507,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-23-01-435647__mteb-retrieve/mteb-retrieve__pbR64m8/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__06-23-01-435647__mteb-retrieve/mteb-retrieve__pbR64m8/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-23-01-435647__mteb-retrieve/mteb-retrieve__pbR64m8/agent/session.jsonl
multi-source-data-merger,Medium,1.0,passed,3,3,completed,completed,8,7,57672,245184,0,3467,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-43-07-756846__multi-source-data-merger/multi-source-data-merger__GPA7KoQ/agent/session.jsonl,118.538262,42.745472,191.409434,2026-09-09T19:46:20.550170Z,1,multi-source-data-merger__GPA7KoQ,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-43-07-756846__multi-source-data-merger/multi-source-data-merger__GPA7KoQ/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,bb80085f-59ff-4355-970d-2356e55d3e3b,False,latest_run_by_job_timestamp,,306323,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-43-07-756846__multi-source-data-merger/multi-source-data-merger__GPA7KoQ/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__19-43-07-756846__multi-source-data-merger/multi-source-data-merger__GPA7KoQ/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-43-07-756846__multi-source-data-merger/multi-source-data-merger__GPA7KoQ/agent/session.jsonl
nginx-request-logging,Medium,1.0,passed,8,8,completed,completed,22,26,91127,777792,0,11601,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/nginx-service-v2-retest-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__04-10-38-115530__nginx-request-logging/nginx-request-logging__ktpYcgb/agent/session.jsonl,362.274243,110.624177,503.527542,2026-09-11T04:19:02.573411Z,5,nginx-request-logging__ktpYcgb,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/nginx-service-v2-retest-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__04-10-38-115530__nginx-request-logging/nginx-request-logging__ktpYcgb/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,a177c6eb-60d7-4953-bec8-b554861716ca,False,user_selected_v2_final,,880520,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/nginx-service-v2-retest-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__04-10-38-115530__nginx-request-logging/nginx-request-logging__ktpYcgb/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__04-10-38-115530__nginx-request-logging/nginx-request-logging__ktpYcgb/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/nginx-service-v2-retest-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__04-10-38-115530__nginx-request-logging/nginx-request-logging__ktpYcgb/agent/session.jsonl
openssl-selfsigned-cert,Medium,1.0,passed,6,6,completed,completed,12,11,35908,427008,0,5815,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-48-06-999962__openssl-selfsigned-cert/openssl-selfsigned-cert__fEgs9Fy/agent/session.jsonl,161.616109,22.651893,212.9772,2026-09-09T19:51:41.142467Z,1,openssl-selfsigned-cert__fEgs9Fy,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-48-06-999962__openssl-selfsigned-cert/openssl-selfsigned-cert__fEgs9Fy/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,2f52e87a-98e0-44d2-bd0d-031285369b75,False,latest_run_by_job_timestamp,,468731,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-48-06-999962__openssl-selfsigned-cert/openssl-selfsigned-cert__fEgs9Fy/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__19-48-06-999962__openssl-selfsigned-cert/openssl-selfsigned-cert__fEgs9Fy/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-48-06-999962__openssl-selfsigned-cert/openssl-selfsigned-cert__fEgs9Fy/agent/session.jsonl
overfull-hbox,Easy,0.0,failed,3,4,timeout,timeout,21,24,137660,739328,0,30940,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__02-45-56-290907__overfull-hbox/overfull-hbox__GvL9SH9/current/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__02-45-56-290907__overfull-hbox/overfull-hbox__GvL9SH9/current/astra_runtime/inference_invocations.jsonl,756.717076,159.452764,980.817277,2026-09-11T03:02:18.420574Z,2,overfull-hbox__GvL9SH9,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-11__02-45-56-290907__overfull-hbox/overfull-hbox__GvL9SH9/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,e7c105e4-2c92-46b1-91ff-cb332b80c992,False,latest_run_by_job_timestamp,,907928,14,634273,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__02-45-56-290907__overfull-hbox/overfull-hbox__GvL9SH9/current/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__02-45-56-290907__overfull-hbox/overfull-hbox__GvL9SH9/current/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__02-45-56-290907__overfull-hbox/overfull-hbox__GvL9SH9/current/astra_runtime/agent_run_events.jsonl
password-recovery,Hard,1.0,passed,2,2,completed,completed,25,29,55385,938048,0,17496,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-51-47-192850__password-recovery/password-recovery__QNQtxTA/agent/session.jsonl,458.063931,20.519628,530.309904,2026-09-09T20:00:38.461830Z,1,password-recovery__QNQtxTA,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-51-47-192850__password-recovery/password-recovery__QNQtxTA/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,5fd50c8d-e4c8-4089-b1a2-7bb2988e3069,False,latest_run_by_job_timestamp,,1010929,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-51-47-192850__password-recovery/password-recovery__QNQtxTA/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__19-51-47-192850__password-recovery/password-recovery__QNQtxTA/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__19-51-47-192850__password-recovery/password-recovery__QNQtxTA/agent/session.jsonl
path-tracing,Hard,0.0,failed,0,5,timeout,timeout,20,21,186583,718784,0,105774,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-00-36-511803__path-tracing/path-tracing__smSuk4e/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-00-36-511803__path-tracing/path-tracing__smSuk4e/old/astra_runtime/inference_invocations.jsonl,1808.554598,35.401111,1876.069443,2026-09-10T01:31:54.058641Z,1,path-tracing__smSuk4e,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__01-00-36-511803__path-tracing/path-tracing__smSuk4e/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,1156a9be-7ea6-45d7-b0c6-5cfa67e05167,False,latest_run_by_job_timestamp,,1011141,17,1085454,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-00-36-511803__path-tracing/path-tracing__smSuk4e/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-00-36-511803__path-tracing/path-tracing__smSuk4e/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-00-36-511803__path-tracing/path-tracing__smSuk4e/old/astra_runtime/agent_run_events.jsonl
path-tracing-reverse,Hard,0.0,failed,0,3,timeout,timeout,22,32,146604,1013440,0,15146,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-32-00-680510__path-tracing-reverse/path-tracing-reverse__RjdNrMA/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-32-00-680510__path-tracing-reverse/path-tracing-reverse__RjdNrMA/old/astra_runtime/inference_invocations.jsonl,1807.667679,84.477665,1946.298044,2026-09-10T02:04:28.501062Z,1,path-tracing-reverse__RjdNrMA,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-10__01-32-00-680510__path-tracing-reverse/path-tracing-reverse__RjdNrMA/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,ea37810c-fe1f-4aa0-952f-1630146706bf,False,latest_run_by_job_timestamp,,1175190,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-32-00-680510__path-tracing-reverse/path-tracing-reverse__RjdNrMA/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-32-00-680510__path-tracing-reverse/path-tracing-reverse__RjdNrMA/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-10__01-32-00-680510__path-tracing-reverse/path-tracing-reverse__RjdNrMA/old/astra_runtime/agent_run_events.jsonl
polyglot-c-py,Medium,1.0,passed,1,1,completed,completed,9,7,22614,285568,0,12933,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-00-45-571975__polyglot-c-py/polyglot-c-py__mWFf8dL/agent/session.jsonl,280.566992,22.571325,360.257337,2026-09-09T20:06:47.151915Z,1,polyglot-c-py__mWFf8dL,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-00-45-571975__polyglot-c-py/polyglot-c-py__mWFf8dL/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,c8b90a88-c58a-445a-a1d8-8a9d195b817e,False,latest_run_by_job_timestamp,,321115,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-00-45-571975__polyglot-c-py/polyglot-c-py__mWFf8dL/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__20-00-45-571975__polyglot-c-py/polyglot-c-py__mWFf8dL/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-00-45-571975__polyglot-c-py/polyglot-c-py__mWFf8dL/agent/session.jsonl
polyglot-rust-c,Hard,1.0,passed,1,1,failed,execution_incomplete,11,10,23336,353216,0,19971,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-06-52-839222__polyglot-rust-c/polyglot-rust-c__T9DaThT/agent/session.jsonl,480.596878,25.127313,566.202615,2026-09-09T20:16:20.577603Z,1,polyglot-rust-c__T9DaThT,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-06-52-839222__polyglot-rust-c/polyglot-rust-c__T9DaThT/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,047ede94-e292-42a8-b06d-abddfad00591,False,latest_run_by_job_timestamp,,396523,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-06-52-839222__polyglot-rust-c/polyglot-rust-c__T9DaThT/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__20-06-52-839222__polyglot-rust-c/polyglot-rust-c__T9DaThT/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-06-52-839222__polyglot-rust-c/polyglot-rust-c__T9DaThT/agent/session.jsonl
portfolio-optimization,Medium,1.0,passed,4,4,completed,completed,23,25,145457,844288,0,22241,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__10-56-47-598007__portfolio-optimization/portfolio-optimization__88eWMty/agent/session.jsonl,1635.991399,120.333283,1787.858436,2026-09-09T11:26:37.068625Z,1,portfolio-optimization__88eWMty,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__10-56-47-598007__portfolio-optimization/portfolio-optimization__88eWMty/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,9829127b-e59d-4a5b-b5c0-4a0232aa84e2,False,latest_run_by_job_timestamp,,1011986,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__10-56-47-598007__portfolio-optimization/portfolio-optimization__88eWMty/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__10-56-47-598007__portfolio-optimization/portfolio-optimization__88eWMty/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__10-56-47-598007__portfolio-optimization/portfolio-optimization__88eWMty/agent/session.jsonl
protein-assembly,Hard,0.0,failed,0,1,timeout,timeout,16,48,214764,627328,0,75270,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__13-46-25-182651__protein-assembly/protein-assembly__Vs92WyD/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__13-46-25-182651__protein-assembly/protein-assembly__Vs92WyD/old/astra_runtime/inference_invocations.jsonl,1807.822923,134.979898,1974.802443,2026-09-09T14:19:21.514028Z,1,protein-assembly__Vs92WyD,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__13-46-25-182651__protein-assembly/protein-assembly__Vs92WyD/result.json,database_export,observed_primary_invocations_lower_bound,succeeded_primary_invocations,deduplicated_run_id_tool_call_id,94a5e810-2fe1-4443-9eec-64d5c9ac2a66,False,latest_run_by_job_timestamp,,917362,11,857152,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__13-46-25-182651__protein-assembly/protein-assembly__Vs92WyD/old/astra_runtime/agent_run_events.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__13-46-25-182651__protein-assembly/protein-assembly__Vs92WyD/old/astra_runtime/inference_invocations.jsonl,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__13-46-25-182651__protein-assembly/protein-assembly__Vs92WyD/old/astra_runtime/agent_run_events.jsonl
prove-plus-comm,Easy,1.0,passed,4,4,completed,completed,4,3,9262,136448,0,729,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-16-26-802892__prove-plus-comm/prove-plus-comm__Pn66FQT/agent/session.jsonl,50.175676,32.318462,112.467735,2026-09-09T20:18:20.515089Z,1,prove-plus-comm__Pn66FQT,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-16-26-802892__prove-plus-comm/prove-plus-comm__Pn66FQT/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,3101bb5c-5124-44e1-b718-d94f58d13b4a,False,latest_run_by_job_timestamp,,146439,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-16-26-802892__prove-plus-comm/prove-plus-comm__Pn66FQT/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__20-16-26-802892__prove-plus-comm/prove-plus-comm__Pn66FQT/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-16-26-802892__prove-plus-comm/prove-plus-comm__Pn66FQT/agent/session.jsonl
pypi-server,Medium,1.0,passed,1,1,completed,completed,11,13,128516,254208,0,1995,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-34-38-903352__pypi-server/pypi-server__N6Rrz8r/agent/session.jsonl,134.180301,80.842147,245.906369,2026-09-11T06:38:46.183721Z,1,pypi-server__N6Rrz8r,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-34-38-903352__pypi-server/pypi-server__N6Rrz8r/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,58cae2f9-8d45-41e6-8047-488d06e7b8f1,False,latest_completed_run_in_environment_retry_20260911,,384719,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-34-38-903352__pypi-server/pypi-server__N6Rrz8r/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-11__06-34-38-903352__pypi-server/pypi-server__N6Rrz8r/current/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/state/environment-retry-20260911/data/work/linux-terminal-bench/astra/jobs/2026-09-11__06-34-38-903352__pypi-server/pypi-server__N6Rrz8r/agent/session.jsonl
pytorch-model-cli,Medium,1.0,passed,6,6,completed,completed,21,21,44481,795712,0,9054,,True,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-25-27-849319__pytorch-model-cli/pytorch-model-cli__g2RafSG/agent/session.jsonl,427.550966,175.640372,636.075541,2026-09-09T20:36:05.271341Z,1,pytorch-model-cli__g2RafSG,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-25-27-849319__pytorch-model-cli/pytorch-model-cli__g2RafSG/result.json,task_native_turn,native_run_total,native_llm_rounds,native_tool_count,838c67b3-bc89-4d4e-9673-938f3f7495be,False,latest_run_by_job_timestamp,,849247,0,0,/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-25-27-849319__pytorch-model-cli/pytorch-model-cli__g2RafSG/agent/session.jsonl;/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/trace-supplements/all-verifier-attempts/attempts/2026-09-09__20-25-27-849319__pytorch-model-cli/pytorch-model-cli__g2RafSG/old/astra_runtime/agent_run_events.jsonl (cache_write_tokens only),/home/vagrant/moi-benchmark/work/linux-terminal-bench/astra/jobs/2026-09-09__20-25-27-849319__pytorch-model-cli/pytorch-model-cli__g2RafSG/agent/session.jsonl
