task_id,author_difficulty,in_strict_four_way_86,astra_reward,astra_verify_status,astra_verifier_progress,astra_verifier_tests,astra_verifier_passed,astra_verifier_failed,astra_verifier_skipped,astra_timeout,astra_product_terminal_status,astra_finish_reason,astra_selected_finished_at,astra_selected_trial_path,hermes_reward,hermes_verify_status,hermes_verifier_progress,hermes_verifier_tests,hermes_verifier_passed,hermes_verifier_failed,hermes_verifier_skipped,hermes_timeout,hermes_product_terminal_status,hermes_finish_reason,hermes_selected_finished_at,hermes_selected_trial_path,pi_reward,pi_verify_status,pi_verifier_progress,pi_verifier_tests,pi_verifier_passed,pi_verifier_failed,pi_verifier_skipped,pi_timeout,pi_product_terminal_status,pi_finish_reason,pi_selected_finished_at,pi_selected_trial_path,dsh_reward,dsh_verify_status,dsh_verifier_progress,dsh_verifier_tests,dsh_verifier_passed,dsh_verifier_failed,dsh_verifier_skipped,dsh_timeout,dsh_product_terminal_status,dsh_finish_reason,dsh_selected_finished_at,dsh_selected_trial_path,astra_agent_execution_s,astra_token_input,astra_token_fresh_input,astra_token_cache_read,astra_token_output,astra_token_total,astra_token_accounting_status,astra_token_source,astra_token_is_lower_bound,hermes_agent_execution_s,hermes_token_input,hermes_token_fresh_input,hermes_token_cache_read,hermes_token_output,hermes_token_total,hermes_token_accounting_status,hermes_token_source,hermes_token_is_lower_bound,pi_agent_execution_s,pi_token_input,pi_token_fresh_input,pi_token_cache_read,pi_token_output,pi_token_total,pi_token_accounting_status,pi_token_source,pi_token_is_lower_bound,dsh_agent_execution_s,dsh_token_input,dsh_token_fresh_input,dsh_token_cache_read,dsh_token_output,dsh_token_total,dsh_token_accounting_status,dsh_token_source,dsh_token_is_lower_bound
mteb-leaderboard,medium,true,1,pass,2/2,2,2,0,0,false,completed,,2026-08-03T10:31:10.405671Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__17-46-02/mteb-leaderboard__PrLFf6C,0,no_pass,1/2,2,1,1,0,false,completed,completed,2026-08-02T14:54:52.996249Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-02__22-49-10/mteb-leaderboard__3VAdWK5,1,pass,2/2,2,2,0,0,false,completed,stop,2026-08-13T05:54:56.005896Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__12-42-59/mteb-leaderboard__uJdLPCo,0,no_pass,0/2,2,0,2,0,false,completed,max_turns,2026-08-17T12:15:10.266340Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-17__19-45-51/mteb-leaderboard__BzHFDqe,2673.468951,2107163,182043,1925120,116391,2223554,server_reconciled,matrixone.agent_events.llm_response,False,304.617392,816619,,,13784,830403,reported,hermes-run.json.usage,,4284.081575,1941178,,1847552,36047,1977225,reported_legacy,result.json.agent_result,,1729.124356,959601,42993,916608,8970,968571,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
mteb-retrieve,medium,true,1,pass,2/2,2,2,0,0,false,completed,,2026-08-02T18:50:42.522054Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__02-20-50/mteb-retrieve__Th7fZH6,0,no_pass,1/2,2,1,1,0,false,completed,completed,2026-08-02T15:06:27.698125Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-02__22-58-05/mteb-retrieve__jh8rC55,1,pass,2/2,2,2,0,0,false,completed,stop,2026-08-14T03:53:36.782944Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__11-39-04/mteb-retrieve__XiXGrEW,1,pass,2/2,2,2,0,0,false,completed,completed,2026-08-18T04:31:55.215212Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-25-54/mteb-retrieve__MpvpoCX,1575.239698,612513,68641,543872,140202,752715,session_reconciled,server-context-trace+reconciled-details,False,130.614285,175985,,,2274,178259,reported,hermes-run.json.usage,,458.36553,277847,,251648,8555,286402,reported_legacy,result.json.agent_result,,206.59374,157753,16953,140800,3086,160839,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
multi-source-data-merger,medium,true,1,pass,3/3,3,3,0,0,false,completed,,2026-07-30T06:28:41.143764Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/multi-source-data-merger__M8zXUtT,1,pass,3/3,3,3,0,0,false,completed,completed,2026-07-31T01:43:38.399010Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__09-40-03/multi-source-data-merger__mm3EWMs,1,pass,3/3,3,3,0,0,false,completed,stop,2026-08-14T05:59:01.614874Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-55-51/multi-source-data-merger__iKxWaMi,1,pass,3/3,3,3,0,0,false,completed,completed,2026-08-18T05:38:54.073860Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-35-53/multi-source-data-merger__oZAVCvo,236.375048,105140,15860,89280,7590,112730,session_reconciled,server-context-trace+reconciled-details,False,181.629859,184265,,,8806,193071,reported,hermes-run.json.usage,,147.498186,42578,,12672,7652,50230,reported_legacy,result.json.agent_result,,138.179545,20581,9509,11072,3565,24146,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
nginx-request-logging,medium,true,1,pass,8/8,8,8,0,0,false,adapter_infra_error,,2026-07-29T16:35:51.908003Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/nginx-request-logging__6mYTU3F,0,no_pass,3/8,8,3,5,0,false,completed,completed,2026-08-03T13:31:40.118511Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-03__21-29-04/nginx-request-logging__w6DggNY,0,no_pass,3/8,8,3,5,0,false,completed,stop,2026-08-14T06:00:27.905900Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-57-08/nginx-request-logging__hdXA5yB,0,no_pass,3/8,8,3,5,0,false,completed,completed,2026-08-18T05:41:29.043495Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-38-56/nginx-request-logging__7FNuR28,400.538084,192142,29262,162880,30154,222296,session_reconciled,server-context-trace+reconciled-details,False,115.938067,197199,,,2478,199677,reported,hermes-run.json.usage,,159.379262,41025,,13888,6099,47124,reported_legacy,result.json.agent_result,,114.553502,29888,9920,19968,1537,31425,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
openssl-selfsigned-cert,medium,true,1,pass,6/6,6,6,0,0,false,completed,,2026-07-29T16:28:18.837651Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/openssl-selfsigned-cert__TMjFBey,0,no_pass,5/6,6,5,1,0,false,completed,completed,2026-07-31T01:52:29.472154Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__09-50-26/openssl-selfsigned-cert__sXE9ZoE,1,pass,6/6,6,6,0,0,false,completed,stop,2026-08-14T06:02:04.493853Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__13-59-03/openssl-selfsigned-cert__x6fPnsp,0,no_pass,5/6,6,5,1,0,false,completed,completed,2026-08-18T05:44:36.915374Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-41-31/openssl-selfsigned-cert__Uy8WrJE,236.545705,138038,22134,115904,16146,154184,session_reconciled,server-context-trace+reconciled-details,False,95.627764,69026,,,4119,73145,reported,hermes-run.json.usage,,150.298357,55938,,28736,6446,62384,reported_legacy,result.json.agent_result,,151.231529,37519,11471,26048,2424,39943,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
overfull-hbox,easy,true,0,no_pass,3/4,4,3,1,0,true,failed,stream_transport,2026-07-30T06:49:39.613916Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/overfull-hbox__dd6SowD,1,pass,4/4,4,4,0,0,false,completed,completed,2026-07-31T02:13:46.730819Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__10-00-15/overfull-hbox__8TTwMxE,1,pass,4/4,4,4,0,0,false,completed,stop,2026-08-13T21:56:08.996763Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__05-45-16/overfull-hbox__UNe4Cuw,1,pass,4/4,4,4,0,0,false,completed,completed,2026-08-18T07:44:30.859889Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__15-36-21/overfull-hbox__rgKpEQs,589.051236,57122,18018,39104,3920,61042,session_reconciled,server-context-trace+reconciled-details,True,726.26264,422672,,,53470,476142,reported,hermes-run.json.usage,,498.207745,358752,,322880,22447,381199,reported_legacy,result.json.agent_result,,392.43439,269194,32202,236992,4842,274036,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
password-recovery,hard,true,1,pass,2/2,2,2,0,0,false,completed,,2026-07-30T08:58:48.930968Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/password-recovery__WQUZtD7,1,pass,2/2,2,2,0,0,false,completed,completed,2026-07-31T02:32:05.687583Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__10-22-47/password-recovery__7Y4d5e9,1,pass,2/2,2,2,0,0,false,completed,stop,2026-08-14T06:09:39.496733Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-00-29/password-recovery__G92JhV9,1,pass,2/2,2,2,0,0,false,completed,completed,2026-08-18T05:51:02.009974Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-43-31/password-recovery__uLRUtVm,805.199274,294645,45429,249216,49132,343777,session_reconciled,server-context-trace+reconciled-details,False,508.854448,349012,,,14065,363077,reported,hermes-run.json.usage,,419.344354,188489,,105408,15301,203790,reported_legacy,result.json.agent_result,,350.413971,469007,43407,425600,9040,478047,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
path-tracing,hard,true,0,no_pass,0/5,5,0,5,0,true,failed,stream_transport,2026-07-29T13:02:21.201229Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing__MeFg9Qn,1,pass,5/5,5,5,0,0,false,completed,completed,2026-08-03T18:01:44.186549Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-04__01-01-29/path-tracing__KwqBuM9,0,no_pass,0/5,5,0,5,0,true,timeout,,2026-08-14T04:43:02.131062Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__11-42-12/path-tracing__e3TF3aY,1,pass,5/5,5,5,0,0,false,completed,max_turns,2026-08-18T04:39:26.215175Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-30-51/path-tracing__MNu8BiQ,4151.686988,197478,36838,160640,23320,220798,session_reconciled,server-context-trace+reconciled-details,True,3557.791733,7230656,,,202669,7433325,reported,hermes-run.json.usage,,3602.867639,570236,,452224,39625,609861,reported_legacy,result.json.agent_result,,460.47072,1380230,88390,1291840,16161,1396391,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
path-tracing-reverse,hard,true,0,no_pass,0/3,3,0,3,0,true,failed,stream_transport,2026-07-29T22:49:06.071902Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/path-tracing-reverse__4bBbg5Q,1,pass,3/3,3,3,0,0,true,timeout,timed_out,2026-07-31T04:45:57.759740Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__11-44-49/path-tracing-reverse__bqaaCSt,0,no_pass,0/3,3,0,3,0,true,timeout,,2026-08-18T10:44:02.873453Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-18__17-43-14/path-tracing-reverse__JqeRyZB,0,no_pass,1/3,3,1,2,0,false,completed,max_turns,2026-08-18T04:45:27.196550Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__12-31-57/path-tracing-reverse__iUcJjoi,1771.49759,502519,59511,443008,54637,557156,session_reconciled,server-context-trace+reconciled-details,True,3612.882725,,,,,,missing_after_model_activity,missing,,3604.523921,681816,,546624,55079,736895,reported_legacy,result.json.agent_result,,716.621146,2490815,91455,2399360,28312,2519127,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
polyglot-c-py,medium,true,1,pass,1/1,1,1,0,0,false,completed,,2026-07-29T15:53:13.138323Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/polyglot-c-py__fFfhUi2,1,pass,1/1,1,1,0,0,false,completed,completed,2026-07-31T04:55:45.277228Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__12-52-58/polyglot-c-py__TW2ShP7,1,pass,1/1,1,1,0,0,false,completed,stop,2026-08-14T06:15:27.048216Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-02-06/polyglot-c-py__ExQJwey,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-18T05:53:43.538380Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-44-38/polyglot-c-py__oUpdZtT,136.227199,38415,13327,25088,9245,47660,session_reconciled,server-context-trace+reconciled-details,False,114.227623,81015,,,6055,87070,reported,hermes-run.json.usage,,674.869497,98176,,26880,22007,120183,reported_legacy,result.json.agent_result,,471.760105,338795,31723,307072,15843,354638,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
polyglot-rust-c,hard,true,0,no_pass,0/1,1,0,1,0,true,failed,stream_transport,2026-08-02T16:05:37.546245Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__23-38-33/polyglot-rust-c__MxGEeoh,1,pass,1/1,1,1,0,0,false,completed,completed,2026-07-31T05:10:48.651634Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__13-03-48/polyglot-rust-c__h2GeXmG,1,pass,1/1,1,1,0,0,false,completed,stop,2026-08-14T06:15:18.260984Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-05-58/polyglot-rust-c__zmFSKbY,1,pass,1/1,1,1,0,0,false,completed,completed,2026-08-18T05:58:09.866992Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-51-03/polyglot-rust-c__oZGzkjS,1493.651589,223617,39681,183936,12467,236084,session_reconciled,server-context-trace+reconciled-details,True,363.999455,80899,,,23571,104470,reported,hermes-run.json.usage,,431.194615,43394,,13568,13354,56748,reported_legacy,result.json.agent_result,,354.607444,100464,32432,68032,5960,106424,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
portfolio-optimization,medium,true,0,no_pass,1/4,4,1,3,0,true,failed,stream_transport,2026-07-30T06:37:04.564131Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/portfolio-optimization__wVkTn6y,1,pass,4/4,4,4,0,0,false,completed,completed,2026-07-31T05:25:41.247319Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__13-12-48/portfolio-optimization__LWrHTUo,1,pass,4/4,4,4,0,0,false,completed,stop,2026-08-13T15:59:48.502371Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-13__23-46-50/portfolio-optimization__6ZatyQ4,1,pass,4/4,4,4,0,0,false,completed,completed,2026-08-17T16:22:25.151624Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__00-16-29/portfolio-optimization__u8rzrKs,360.001758,18856,2408,16448,258,19114,session_reconciled,server-context-trace+reconciled-details,True,689.096187,326269,,,29107,355376,reported,hermes-run.json.usage,,666.519922,387225,,342336,39564,426789,reported_legacy,result.json.agent_result,,244.179093,133326,17934,115392,3852,137178,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
protein-assembly,hard,true,0,no_pass,0/1,1,0,1,0,true,failed,stream_transport,2026-07-30T00:51:23.057781Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/protein-assembly__KBjU6Hg,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-07-31T05:48:08.270146Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__13-27-47/protein-assembly__mDbiyVc,0,no_pass,0/1,1,0,1,0,false,completed,stop,2026-08-13T20:51:41.846274Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__04-24-06/protein-assembly__U3LrcAf,0,no_pass,0/1,1,0,1,0,false,completed,max_turns,2026-08-17T19:28:26.720968Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__03-12-47/protein-assembly__kL38vz2,992.907235,306679,83383,223296,43169,349848,session_reconciled,server-context-trace+reconciled-details,True,1190.875157,1873034,,,68804,1941838,reported,hermes-run.json.usage,,1618.293803,1802275,,1674304,98856,1901131,reported_legacy,result.json.agent_result,,905.871693,974202,43258,930944,23577,997779,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
prove-plus-comm,easy,true,1,pass,4/4,4,4,0,0,false,completed,,2026-07-31T07:16:07.500113Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-14-02/prove-plus-comm__SzTd7Gm,1,pass,4/4,4,4,0,0,false,completed,completed,2026-08-04T02:46:49.416550Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-04__10-45-05/prove-plus-comm__D5Zmkh2,1,pass,4/4,4,4,0,0,false,completed,stop,2026-08-14T06:13:44.048917Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-09-41/prove-plus-comm__jzwqFsM,1,pass,4/4,4,4,0,0,false,completed,completed,2026-08-18T05:55:52.170024Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-53-45/prove-plus-comm__gChgDZb,45.855772,48023,14359,33664,919,48942,session_reconciled,server-context-trace+reconciled-details,False,47.710653,95620,,,505,96125,reported,hermes-run.json.usage,,119.615107,19597,,6592,3241,22838,reported_legacy,result.json.agent_result,,80.217755,17152,4032,13120,1072,18224,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
pypi-server,medium,true,1,pass,1/1,1,1,0,0,false,adapter_infra_error,,2026-07-29T16:23:49.024096Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-all-jobs/2026-07-29__19-36-33/pypi-server__C4YKuuM,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-07-31T06:11:13.496979Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__14-05-34/pypi-server__SzFsDEH,0,no_pass,0/1,1,0,1,0,false,completed,,2026-08-14T06:20:20.630697Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-13-46/pypi-server__eQfhQNg,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-08-18T05:59:19.880974Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-55-54/pypi-server__6vfQQF2,121.997479,123366,19302,104064,5656,129022,session_reconciled,server-context-trace+reconciled-details,False,259.93606,522121,,,5084,527205,reported,hermes-run.json.usage,,356.510263,92967,,43328,3558,96525,reported_legacy,result.json.agent_result,,157.81754,33203,14131,19072,1324,34527,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
pytorch-model-cli,medium,true,1,pass,6/6,6,6,0,0,false,completed,,2026-08-02T17:15:11.503764Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__01-06-04/pytorch-model-cli__kGRhsUq,1,pass,6/6,6,6,0,0,false,completed,completed,2026-08-02T15:15:50.603604Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-08-02__23-09-14/pytorch-model-cli__wMEpDPj,0,no_pass,5/6,6,5,1,0,false,completed,stop,2026-08-14T06:33:40.238708Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-15-20/pytorch-model-cli__j4Zg4ub,1,pass,6/6,6,6,0,0,false,completed,completed,2026-08-18T06:08:21.964882Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-58-11/pytorch-model-cli__9s7x5z4,328.275255,234122,34698,199424,18158,252280,session_reconciled,server-context-trace+reconciled-details,False,318.85569,795216,,,5708,800924,reported,hermes-run.json.usage,,883.479767,399013,,339520,21356,420369,reported_legacy,result.json.agent_result,,443.509317,184455,27847,156608,6853,191308,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
pytorch-model-recovery,medium,true,1,pass,5/5,5,5,0,0,false,completed,,2026-07-31T08:04:24.684806Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-07-31__15-58-00/pytorch-model-recovery__azBUTrz,0,no_pass,—,,,,,false,completed,completed,2026-07-31T06:32:50.576849Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__14-20-57/pytorch-model-recovery__Nf3p9xm,0,no_pass,4/5,5,4,1,0,false,completed,stop,2026-08-14T06:35:52.093175Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-15-28/pytorch-model-recovery__hureFyL,1,pass,5/5,5,5,0,0,false,completed,completed,2026-08-18T06:04:50.550440Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__13-59-21/pytorch-model-recovery__buTmwRG,338.106847,158413,55117,103296,15905,174318,session_reconciled,server-context-trace+reconciled-details,False,642.799577,331595,,,15539,347134,reported,hermes-run.json.usage,,1002.198682,399427,,347712,29702,429129,reported_legacy,result.json.agent_result,,282.483522,72121,20153,51968,6050,78171,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
qemu-alpine-ssh,medium,true,1,pass,1/1,1,1,0,0,false,adapter_infra_error,,2026-08-03T08:19:55.573890Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-54-38/qemu-alpine-ssh__rtMNrJE,0,no_pass,0/1,1,0,1,0,true,timeout,timed_out,2026-07-31T07:07:17.758763Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__14-36-17/qemu-alpine-ssh__7Aa9Evb,0,no_pass,0/1,1,0,1,0,false,completed,stop,2026-08-13T21:31:52.263983Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__05-10-49/qemu-alpine-ssh__6SgLPyp,0,no_pass,0/1,1,0,1,0,false,completed,max_turns,2026-08-17T20:00:21.289515Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__03-48-00/qemu-alpine-ssh__RARaQt3,1470.944007,459948,112556,347392,73672,533620,server_reconciled,matrixone.agent_events.llm_response,False,1814.445818,,,,,,missing_after_model_activity,missing,,1229.491086,1448509,,1372736,45535,1494044,reported_legacy,result.json.agent_result,,707.04094,595723,23499,572224,10754,606477,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
qemu-startup,medium,true,0,no_pass,0/1,1,0,1,0,true,adapter_infra_error,,2026-08-03T07:54:32.242547Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-03__15-19-11/qemu-startup__qvWN54g,0,no_pass,0/1,1,0,1,0,false,completed,completed,2026-07-31T07:21:49.298580Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__15-09-06/qemu-startup__4pKPFNL,0,no_pass,0/1,1,0,1,0,false,completed,stop,2026-08-13T21:45:14.315097Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__05-31-54/qemu-startup__hUAsTvJ,0,no_pass,0/1,1,0,1,0,false,completed,max_turns,2026-08-17T20:16:06.738682Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__04-00-23/qemu-startup__T8fgFjn,2029.390108,414885,129253,285632,118617,533502,server_reconciled,matrixone.agent_events.llm_response,False,702.337753,682660,,,10446,693106,reported,hermes-run.json.usage,,766.985107,544469,,462144,43348,587817,reported_legacy,result.json.agent_result,,880.038042,342452,13556,328896,4993,347445,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
query-optimize,medium,true,1,pass,6/6,6,6,0,0,false,completed,,2026-08-02T14:30:10.060887Z,/Users/chenyuwei/Documents/MOI benchmark/work/astra-c0-rerun-from-scratch-33/jobs/2026-08-02__18-17-32/query-optimize__adjqfHX,0,no_pass,5/6,6,5,1,0,false,completed,completed,2026-07-31T07:50:29.847533Z,/Users/chenyuwei/Documents/MOI benchmark/work/hermes-c0-all-jobs/2026-07-31__15-29-40/query-optimize__GxjCVic,0,no_pass,5/6,6,5,1,0,false,completed,stop,2026-08-14T06:37:08.988212Z,/Users/chenyuwei/Documents/MOI benchmark/work/pi-c0-all-jobs/2026-08-14__14-20-22/query-optimize__J6q953y,0,no_pass,5/6,6,5,1,0,false,completed,completed,2026-08-18T06:29:56.473909Z,/Users/chenyuwei/Documents/MOI benchmark/work/dsh-c0-terminalbench-89-glm52-jobs/2026-08-18__14-01-32/query-optimize__KiaZ2kd,459.939771,104968,23368,81600,9678,114646,session_reconciled,server-context-trace+reconciled-details,False,655.482353,201282,,,8797,210079,reported,hermes-run.json.usage,,422.973938,66859,,33152,6072,72931,reported_legacy,result.json.agent_result,,1116.075771,126717,18813,107904,5663,132380,reported_metadata,result.json.agent_result.metadata.dsh_usage,false
